phone_number,pmt,uid,weight,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,milieu,region,prefecture,canton,voter_region,voter_prefecture,voter_canton,formal_occupation,occupation_poverty,responded,draw_probability,response_probability
IU1V35AXHM6SBP9,2748.728406743957,132,2.848536012695947,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,group4,group5,group1,group4,group0,group1,group4,group7,group3,group1,0.08298517419670426,0.5191482836275869,2.214262814712609,7.01937954793765,2.667840702519319,1.5631371819996644,0.7531426454625423,0.36610635407378544,1.083829734679208,3.394163147475271,0.05660011439768775,1.2281221943549272,3.6822572803827933,6.234718494811002,7.266826569750174,5.519380232929968,6.978508878124339,6.747958316489746,3.17476606048443,3.2389647818142553,rural,MARITIME,KLOTO,378.0,SAVANES,BAS-MONO,145.0,0.0,10.0,1,0.8847215868554607,0.7218098983657109
57H09FH5DCWASAC,1578.992810332372,133,1.9386284709871096,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,group3,group4,group4,group6,group1,group0,group4,group3,group3,group0,0.8725598457205026,0.28131382528115134,4.870583427385261,6.218723222200429,2.8684923144268737,5.23415270446546,0.9829052869070372,5.849475114233639,2.746169062108022,1.8243366931879368,0.2607331128347037,1.1692424257721319,1.1132169357246795,1.1258086305633759,7.625985620781922,4.951811814030874,1.6200623087816028,3.0176422168071486,3.7685511252556743,3.9762456582897014,rural,CENTRALE,LACS,360.0,SAVANES,ASSOLI,291.0,0.0,2.0,1,0.1379256185172819,0.9662582538670664
2IRRBB2BYVSTIQ4,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.14146487214502546,0.1220898790110847
CEO3MV8RALICRXB,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5231946288122248,0.7587345276173617
7GYG3QY7U3RJ6YY,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0748651046640294,0.9944731445699043
77FI2XSOFZ0IPM6,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26804695033075443,0.9141245357715349
SSS78BJ3OBQUDK0,3764.170825127745,138,5.209860926915071,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,group4,group4,group0,group1,group1,group5,group3,group7,group2,group0,0.5947930641109934,0.8900049997400256,0.7265932608881673,0.7755497527807567,0.5058298503868315,8.601958722161026,4.27687015358155,3.0993165952073976,0.12591251098304534,4.711321802060033,1.966943122635018,1.5188157030699316,2.8221648878554566,5.498240755258223,7.678536141038817,2.6383280139721847,6.5175916216080125,4.155488854932001,2.9139214037577377,2.590143254473963,rural,PLATEAUX,GOLFE,273.0,PLATEAUX,KERAN,253.0,0.0,7.0,1,0.993756021957312,0.4308465127296963
X97XHKXO0FOJII2,5614.452552489774,139,2.173966733108771,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,group2,group2,group7,group1,group0,group2,group4,group7,group2,group1,0.19870566733443684,0.9352245044030476,4.248838652338068,0.5156119412834288,2.9671827919646576,1.2324582950683347,3.6289364457994564,7.07999846750856,2.3467325377001433,3.0014469333297447,0.7089646931345053,1.9929476757828772,2.538037453375532,0.9526455233652724,0.20905610313522693,6.883082211667798,0.2355523784678999,3.756247994528219,1.8890624118312531,4.769351855813402,rural,KARA,AVE,186.0,PLATEAUX,KLOTO,2.0,0.0,4.0,1,0.9396158253600254,0.034525153210247406
FI6TEMSKLVWOQ4M,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9370063569851393,0.8640575862411821
RZPPXKN8I29KUV6,3297.209636037108,141,4.76219772703837,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,group7,group1,group8,group6,group2,group0,group4,group8,group3,group1,0.14905211841736077,0.6073075402753444,7.1226098829230216,7.874545227911132,0.3032240549452321,8.809181105920803,2.232787361951911,0.1851546408097594,0.25798792550479055,4.965952728264989,0.44565895675739076,1.546334585268239,4.040928121485063,5.057768414532907,4.74163132192967,7.19622798776801,3.69043500445854,1.3167940960679663,2.0574501945367047,0.9868284134143037,urban,SAVANES,KPELE,345.0,KARA,VO,190.0,1.0,7.0,1,0.700940970436459,0.10426459445610037
TR3N9MASB2SEK67,2319.752390632178,142,4.45609488855542,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,group1,group2,group1,group0,group0,group0,group0,group2,group0,group0,0.7135772174609022,0.5102552407582991,3.732520073642039,6.503557647976334,0.7774910802374735,1.5170904170086463,4.13456703896251,6.078083385221666,0.03238568454971158,4.709589472086485,1.4421217178543249,2.854927575510498,2.7533093803791124,2.030078382698375,3.154915090768468,6.125559862986706,4.5500775890981515,8.798351296238923,4.850402697372235,2.757572420135509,urban,SAVANES,LACS,202.0,CENTRALE,OTI-SUD,180.0,1.0,7.0,1,0.9270338023092195,0.5562878218570719
GD1XK0KKMHM06EJ,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9609491780926886,0.5787651375486724
3MCNBXRQEFGUKQM,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3126517015853031,0.01873152442986914
6PZ658USGIJS8VH,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0712484492746569,0.5901841630168494
U71DCBKY41LJJJX,3320.522329548238,146,3.6839938625745123,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,group6,group2,group8,group6,group2,group0,group2,group1,group2,group2,0.8276872732801767,0.5752028440043083,0.11273635054630038,4.560152890527756,3.7424405783081496,5.4561861527918,3.916291160986935,7.313594207246778,2.1478143368005314,1.1976232130157345,1.1773872464463984,0.3338261794439292,1.895462879099667,2.973589573771916,3.1658885987457754,5.395242841989793,5.7954050885213695,3.9380560501174395,2.7085391724523773,4.600581847693907,rural,CENTRALE,KPELE,55.0,KARA,OGOU,132.0,0.0,8.0,1,0.0959398784269695,0.23800980848216258
854IA4ZTUC04HFE,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.11538242681559119,0.40120512902461714
UZLFKJ858WU44LZ,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8612429705812779,0.6793807688059367
41TEKKD9EE4NWEQ,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8696336857783723,0.6589840161698337
ZGNHQZA3Q25IS5J,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.04316071737566174,0.8505173817672904
DN529U7AJ3PWZJO,4198.426668416474,151,1.6749055250857667,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,group4,group2,group1,group7,group2,group0,group4,group6,group0,group1,0.5492515587886878,0.490493182262013,6.819754396214975,0.549882212763718,0.9784998348100822,0.7189682129430874,5.430505042581186,6.6756154656826,1.1580907954081314,0.9028051199591269,1.9153819437829553,1.8932281623359764,1.946909592974967,0.5889904045258838,7.4441367593953,0.7689248199627814,6.570586122611127,3.222659866897394,2.799650366923576,0.826762040379049,urban,CENTRALE,PLAINE DU MO,285.0,CENTRALE,LACS,385.0,0.0,8.0,1,0.9738538546587922,0.7055393462527902
NQ6YS6Q5TJGCE6N,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17670110831065933,0.03937812887956871
C734TFK2X7F4J7D,3425.957999379052,153,4.207273293534655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,group0,group2,group7,group1,group1,group3,group5,group4,group2,group0,0.46573426144760266,0.32610159647444414,0.6153288105495518,7.666453731010946,2.8981554803519045,6.5982508499516825,0.3774684435534912,7.209954577225376,1.4064779008166237,1.235025759503647,1.8596659342682569,2.9267343906927614,4.359911843935747,7.382912313021244,7.230739194208101,5.003336256866872,3.9292229032550425,8.213345727172294,1.9377187927363164,4.029590204001401,rural,PLATEAUX,KOZAH,98.0,PLATEAUX,KERAN,113.0,0.0,8.0,1,0.6430094429292097,0.22554999270492937
1DGFY3R956MW6BY,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17371797131091138,0.16699159127684393
UOQSQTB382VPFIQ,6573.370035711523,155,2.982033784373898,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,group4,group0,group4,group4,group1,group2,group2,group1,group1,group1,0.45773535203146076,0.26140790857535634,2.409409636476915,2.072359035058124,2.464900292145624,0.6640751005090321,5.643535980628378,7.769549235081469,1.5467522177828448,2.2879158055923705,1.0887178086282974,1.5036162536318667,4.946816402822408,3.6965261958692723,6.871211798869171,6.617608453213589,7.060288560439652,6.12858792716851,0.08939641579399416,0.5843895145133748,rural,KARA,EST-MONO,347.0,KARA,OTI-SUD,92.0,1.0,7.0,1,0.6583644895837409,0.36882953246986483
OZX3JK3CM8CZKAB,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.42067043214193767,0.4852474028117505
JO1SEUS0B7SBIRG,5670.2684080047875,157,1.2667699297559971,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,group1,group3,group1,group1,group0,group0,group2,group1,group1,group2,0.8879354910651622,0.24757485964460846,7.672880543963787,0.7715908461543597,2.8619858054782727,3.6580413397312466,5.1736931973669575,1.3940026806751544,0.9615002267965126,2.2303977071187164,1.6850577419788597,0.6772523344447748,2.949335831333461,5.917481135792389,3.147311031638697,2.4337301887167575,2.8276710407813583,4.978794868961084,0.3304532769896473,2.3678322036808295,urban,CENTRALE,KPELE,97.0,PLATEAUX,BINAH,232.0,1.0,4.0,1,0.9481103524923454,0.6908091793478949
6BSBY3T2FL130P7,3290.437146095658,158,5.430701877953257,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,group2,group1,group5,group6,group1,group6,group1,group1,group2,group0,0.00010086355055993756,0.7127542524944037,7.307948427655901,4.23168250726989,3.072034484421621,1.5357879040834401,1.2471761873381608,5.074675883220975,0.43346177547903975,4.4558844840572425,1.3151689913350542,0.17165497365135718,1.7092964673706894,7.055717520309528,1.5939489308343653,6.076247872747564,1.6474372240283772,0.9798583967581241,1.1677380406383415,6.658768774826377,urban,SAVANES,BAS-MONO,187.0,KARA,KLOTO,11.0,0.0,6.0,1,0.629150056523593,0.4763981965351938
LR25GOJ751NIEW5,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8080959483706719,0.4916689062933429
STGSUHVSAMLSV56,6235.534777853837,160,3.0974351641417304,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,group5,group4,group2,group7,group2,group6,group4,group8,group4,group0,0.8226027108261986,0.3792127913827683,3.1143297554214007,5.6424048301790615,0.27019189261484433,4.212210947900335,4.143858124657386,2.955441874252675,0.478877834038794,4.240306301791702,0.8955267659185491,0.05750266294135542,0.718487935503121,6.596378406046118,6.606680808962916,5.868969062164499,1.4049296248436232,0.7571087474010424,1.1843377833380182,1.583928313265651,urban,PLATEAUX,GOLFE,57.0,KARA,BAS-MONO,30.0,0.0,7.0,1,0.03637770922057637,0.9793008711578697
30XFJ7CLOZV627O,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1397209728544062,0.6453359491895623
LT6YB9GGK5U02QU,6509.838988608428,162,5.696214581738554,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,group4,group1,group3,group0,group0,group5,group0,group3,group4,group0,0.8650296356430244,0.1769942778316289,1.3066540536745404,3.9006607100975312,3.8759264390324293,5.645579707197363,5.532658641229256,6.508723281282119,1.892713852698345,2.6744826151248704,0.1688908692691211,1.4723402998741548,3.75042874638664,3.293405616105175,1.10273893761478,1.3110438288457935,2.6717684289920935,2.946977236226331,0.3011101494783125,7.281049124699399,rural,MARITIME,BLITTA,238.0,MARITIME,BINAH,351.0,0.0,1.0,1,0.6629200877436057,0.7889580098027452
RUC93LL368JPZ77,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5044975101934579,0.9843783729564837
OX15CA251F12OKZ,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5125013351926747,0.026199124166532695
2VSUUDMWYBC860C,2440.3565666000236,165,4.51048579644225,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,group1,group3,group6,group0,group1,group2,group1,group1,group2,group1,0.2769993935094982,0.6160367156509611,4.05214247393945,0.002387933429337963,2.7285364090304456,3.0180834268514034,1.6834534794253613,1.5295129771343492,2.652946982564541,4.060077624301719,0.7340507666599938,1.0278017296980015,0.9932222023383541,4.489388500729603,6.959802477499065,2.7044065096749224,0.657881673406246,5.131014399022049,2.14638736628602,1.5422353425302946,rural,PLATEAUX,AVE,142.0,KARA,TANDJOARE,236.0,1.0,6.0,1,0.8643200648386677,0.5839767760976571
O43WYXK47IBME1E,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.009103206949762188,0.319141751492786
HPWPY3IA67ZPC9X,2861.3672551571813,167,5.446628806551278,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,group0,group2,group2,group1,group2,group0,group2,group1,group2,group0,0.3768799690668978,0.7756856969062113,7.155160097508827,4.924174378458487,3.0874659183014037,6.603428310438636,0.3523018069778492,8.71607493698979,0.8369224483873224,3.1563226994789204,1.6211350563181381,2.6066722179053885,0.02785894595820293,1.6968793836998293,4.8565007109205505,2.613633469981041,4.903076884041914,3.6375741509145456,3.6742184483521982,7.417392877521936,urban,MARITIME,OTI-SUD,117.0,MARITIME,OTI,233.0,0.0,1.0,1,0.8129004863479374,0.04946203127400073
C94AU11MZS5TDBN,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.05853089362156805,0.37793781869246135
I1XLR36CDFYU48U,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5088140230211333,0.12887656703528605
TQRXW98SYB8XCN6,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7019842438549979,0.5559194600903965
XT71LLW8RPNBZ11,2179.965156299333,171,2.8201334253927466,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,group4,group5,group0,group0,group0,group2,group3,group1,group1,group0,0.31193915756107704,0.7944496236721303,5.364936949004432,4.643677197278103,0.07826273298104836,0.7544869988196795,0.48363003961732365,1.950448282188344,0.6206694426005078,3.427319685545973,0.6350162008704574,0.6921656408602457,1.0523191528842486,1.0274325102041706,3.4270797217768676,7.470528791815408,2.3881253534944493,5.180236114304569,1.885565435651508,2.5389502490885194,urban,CENTRALE,DOUFELGOU,188.0,CENTRALE,TCHAOUDJO,235.0,0.0,9.0,1,0.3551667356052368,0.6913400100823339
SP3QAZ1PIKL5SL2,7722.938842562821,172,2.237272247755633,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,group1,group0,group8,group3,group1,group6,group3,group5,group1,group1,0.23013653650076038,0.9277578760189981,0.24483473608960526,3.752816552190973,1.9567441975391104,2.601111431489476,5.817956505621543,3.072294877499326,1.669354055287256,3.6487359845990843,1.244687088456193,2.3282390410477682,2.026964125493439,2.358870030136825,0.06730027892397406,2.2077985633357837,7.7266029641749245,7.915580511339332,3.9507134314724635,0.2881302015307208,urban,SAVANES,EST-MONO,25.0,CENTRALE,AGOU,372.0,0.0,3.0,1,0.2751054483051639,0.11803662550628091
5F78BIZ746JG50X,5657.927705915461,173,3.286516727166665,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,group7,group2,group5,group2,group1,group6,group0,group2,group2,group2,0.49078612004339783,0.058979113549369466,7.096181532572766,7.722758844105236,3.8911225240975096,8.051108056787864,3.2807075876262197,8.842355774440547,1.6182930653936953,0.8489308479132168,0.20957149874169123,2.155843578794013,1.9871546648905325,0.22019936986821342,5.838926397847637,6.05534348632263,5.914730860955958,1.3762642731913193,0.8245663815173837,1.5304317113272594,urban,MARITIME,LOME COMMUNE,138.0,KARA,MOYEN-MONO,179.0,0.0,4.0,1,0.6001071645185211,0.3614476176414563
JAIVDUCUCAO8GIG,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22657883290552117,0.5883162995898414
R4U2PNR9S51B0AB,3970.890519694187,175,1.94676952038449,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,group3,group2,group0,group3,group1,group0,group1,group3,group0,group0,0.535105366973435,0.5309114470608113,1.7491588568109568,4.405298766193147,0.7292892614478546,3.5078798048446522,0.3615863096805081,7.7862619393736106,1.8284289180136402,0.7014193159751486,1.3769951136137477,2.2054196449740986,1.046228900652797,7.330977519954932,5.30305568774656,5.609468474141738,6.255817932037692,8.543429494251301,0.3803417763358746,4.386871857941107,rural,MARITIME,TANDJOARE,316.0,PLATEAUX,OTI,102.0,0.0,4.0,1,0.9376401361741284,0.042607642425529835
D9XAOO46XB1POE4,2269.8868182377855,176,2.907498773626224,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,group4,group3,group6,group2,group0,group5,group0,group4,group2,group1,0.4326803472531252,0.756997456381879,6.479949929575422,2.6263123867995377,3.529121754309459,6.160482030852259,0.5430940749600628,8.998696756742762,1.6955085885416616,3.682740969216124,0.542484222371856,0.8645026909621432,0.8898886023756963,1.5344955354844583,3.7287389737634813,6.247075709949863,5.23566060412215,8.788432486624693,0.15717608678733508,0.06413708668198748,rural,CENTRALE,ANIE,332.0,KARA,KOZAH,305.0,0.0,7.0,1,0.8275030185274913,0.6256192232332911
3TO7UZWQBMV98YJ,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5821376619007608,0.01200808890506977
OTB9QAMXZNOJISZ,1505.1556437915178,178,1.6553126093060841,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,group4,group3,group7,group3,group1,group1,group2,group8,group4,group0,0.9055074226963431,0.47575931323916343,6.081977473975835,3.0239445704997827,1.781343330311925,2.8030163936312933,4.367802475788216,7.525107173183257,0.27284903092787005,3.4193660084356865,0.21304265562392022,2.931645220346821,3.232607312734262,5.243049241898866,0.5394967818318408,0.1646220444520461,3.4070893421169695,6.3095337060315995,4.6140336136428015,7.074234078839425,rural,CENTRALE,EST-MONO,255.0,PLATEAUX,BLITTA,210.0,1.0,6.0,1,0.766467947754616,0.43151489128251985
1NATTRXSHL81DBZ,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8322070816701359,0.9918246513866463
357CFN4PHZXIK0W,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24134552683159494,0.9532064991711758
I0HTKNM445IU23H,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0937689213771381,0.1725624541593309
OKRC7CIBTJNPA6K,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41205558697536615,0.48550623903311807
5R7PJFMFZCG5TDH,3392.2992870275275,183,2.2799005879564658,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,group6,group0,group0,group2,group0,group2,group1,group5,group0,group1,0.6816489473427619,0.7178888280172295,5.629839183852516,0.3962664007741621,3.5293621814261766,1.7023314912539516,3.630296722994564,2.4080460637995484,1.1115025808886858,2.3852911640678114,1.767596489861033,0.08943893969348016,3.249713189591849,2.272831886352704,0.47046963640172823,0.6911197125743636,5.537194295481323,7.169313143997469,2.5012839371760913,4.279272037915248,rural,CENTRALE,TCHAMBA,181.0,CENTRALE,LACS,259.0,1.0,8.0,1,0.9200735404527443,0.7509410832204735
ZJZZOXP1YHRCAOI,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4757047407812218,0.8732270009908544
60Y95BC5YNJLWDT,6916.349306213925,185,3.1742613328886335,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,group3,group4,group4,group1,group2,group6,group3,group6,group0,group0,0.7902846074900886,0.7919817988343976,4.461596494525739,1.5358537312424776,3.8470831829354633,2.0694872175644665,5.5373493178728435,5.036155714472957,2.477351225506405,2.7857401218731495,0.36387421108713935,2.355630684544999,2.694759779372508,7.927192863314955,3.255778508421292,7.873111762057022,0.666272104427807,3.7766572377991254,0.5192619493625283,0.8554525071900487,urban,PLATEAUX,AKEBOU,310.0,CENTRALE,BAS-MONO,79.0,1.0,6.0,1,0.8917017455432604,0.4546925188671834
SAO4NQJH96T23J7,5169.170629307729,186,1.6548534155040087,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,group7,group3,group3,group1,group1,group3,group5,group0,group4,group1,0.5350711695883299,0.33920473625768943,4.520875222854776,1.35129667599353,3.30032381339523,2.8793577480958374,2.5337432869927436,7.907452622418443,2.569917104560276,2.57458809141939,0.6733262473465684,0.8650697907622733,3.411563150627947,3.2105307421552842,4.341334774599248,1.4577242199324374,0.45757876142447085,5.302384256774307,2.478490005572169,3.822698602310872,urban,CENTRALE,KPELE,46.0,KARA,MOYEN-MONO,319.0,0.0,4.0,1,0.5603320856383865,0.08605657538687372
1R2PZ40YZ102LAB,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8480072015927655,0.7401606801802378
M69VQC87P5Y422Q,4706.473060985793,188,3.186837629408921,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,group6,group0,group6,group4,group2,group6,group1,group2,group3,group2,0.8060188853133543,0.14849166750713194,0.24237862731528104,5.452312736913337,0.33873611460005826,1.1904363878871873,0.4748061309940288,2.9675956716385077,0.5976393550806038,1.9924944391437716,0.8244020005095263,2.172473822497333,2.880624021699971,3.3745183070297164,5.190077120875103,3.057645141459414,2.2248678912870625,5.476743023817313,0.45905923667019066,2.1764581044140705,urban,MARITIME,VO,145.0,KARA,DANKPEN,47.0,0.0,7.0,1,0.18211113341653884,0.9703884246272424
94O0K8AUWQXE1XT,3650.9096438629294,189,5.05917942982127,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,group4,group1,group6,group4,group0,group5,group1,group3,group3,group0,0.6265942978146118,0.39386495271615785,2.2931097155178186,0.8383316447113236,0.2991224383238724,5.604711115864735,1.31585533550058,5.718633458280968,2.40034419010088,2.122097074675362,0.47879178132961697,0.6067609578860886,1.0566560645127283,1.50741543407932,6.630303252771954,0.013149059643359884,2.6879453127393935,2.3131085916311003,4.222457130710983,0.5873442556703372,urban,SAVANES,TANDJOARE,241.0,MARITIME,AGOU,331.0,1.0,7.0,1,0.8168361350175205,0.8678178854605847
J1CK4UBEHS8UAF4,5933.186745631594,190,1.344921372700614,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,group2,group2,group1,group1,group2,group0,group0,group3,group1,group1,0.7204286961103602,0.3982307463676983,7.581460907562437,1.1580312648377102,2.650322694730315,3.9497631595704337,5.3133767946829416,3.3281246501591406,2.321030149342511,4.193583095815166,0.051102444706125016,0.5501119119289086,4.571990008949454,4.817148196176145,3.5693432636125983,7.854022941617827,4.302642728761734,7.842262072854801,0.783845586054579,4.104706320738796,urban,SAVANES,KLOTO,46.0,CENTRALE,SOTOUBOUA,366.0,0.0,6.0,1,0.06401883353912308,0.624821901787853
